Age;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999
1203;9.901;10.835;11.435;11.77;12.312;12.697;13.295;14.512;15.881;16.687;17.264;18.169;18.79;20.042;22.459
1204;9.904;10.839;11.439;11.774;12.317;12.702;13.3;14.518;15.888;16.695;17.272;18.177;18.799;20.052;22.471
1205;9.908;10.843;11.443;11.779;12.322;12.707;13.306;14.524;15.895;16.702;17.28;18.186;18.808;20.062;22.482
1206;9.911;10.847;11.448;11.784;12.327;12.712;13.311;14.53;15.902;16.71;17.288;18.194;18.817;20.072;22.494
1207;9.915;10.851;11.452;11.788;12.332;12.717;13.316;14.537;15.909;16.717;17.296;18.203;18.826;20.081;22.506
1208;9.918;10.855;11.456;11.793;12.336;12.722;13.322;14.543;15.916;16.725;17.304;18.211;18.835;20.092;22.518
1209;9.922;10.859;11.461;11.797;12.341;12.727;13.327;14.549;15.923;16.733;17.312;18.22;18.844;20.102;22.529
1210;9.925;10.863;11.465;11.802;12.346;12.732;13.333;14.555;15.93;16.74;17.32;18.228;18.853;20.111;22.541
1211;9.929;10.867;11.469;11.806;12.351;12.737;13.338;14.561;15.937;16.748;17.328;18.237;18.862;20.121;22.553
1212;9.933;10.871;11.474;11.811;12.356;12.743;13.343;14.567;15.944;16.755;17.335;18.245;18.871;20.131;22.564
1213;9.936;10.875;11.478;11.815;12.361;12.748;13.349;14.573;15.952;16.763;17.343;18.254;18.88;20.141;22.576
1214;9.939;10.879;11.482;11.82;12.365;12.752;13.354;14.58;15.959;16.77;17.351;18.263;18.889;20.151;22.588
1215;9.943;10.883;11.487;11.824;12.37;12.758;13.36;14.586;15.966;16.778;17.359;18.271;18.898;20.161;22.599
1216;9.946;10.887;11.491;11.829;12.375;12.763;13.365;14.592;15.973;16.785;17.367;18.28;18.907;20.171;22.611
1217;9.95;10.891;11.495;11.833;12.38;12.768;13.37;14.598;15.979;16.793;17.375;18.288;18.915;20.18;22.622
1218;9.953;10.895;11.5;11.838;12.385;12.773;13.376;14.604;15.987;16.8;17.383;18.297;18.925;20.19;22.635
1219;9.957;10.899;11.504;11.842;12.389;12.778;13.381;14.61;15.994;16.808;17.391;18.305;18.934;20.2;22.646
1220;9.961;10.903;11.508;11.847;12.394;12.783;13.387;14.616;16;16.815;17.399;18.314;18.942;20.21;22.658
1221;9.964;10.907;11.513;11.851;12.399;12.788;13.392;14.623;16.008;16.823;17.407;18.323;18.952;20.22;22.67
1222;9.967;10.911;11.517;11.856;12.404;12.793;13.397;14.629;16.015;16.831;17.415;18.331;18.961;20.23;22.682
1223;9.971;10.915;11.521;11.86;12.409;12.798;13.403;14.635;16.022;16.838;17.423;18.34;18.97;20.24;22.693
1224;9.974;10.919;11.525;11.865;12.413;12.803;13.408;14.641;16.029;16.846;17.431;18.348;18.979;20.25;22.705
1225;9.978;10.923;11.53;11.869;12.418;12.808;13.413;14.647;16.036;16.853;17.438;18.357;18.987;20.259;22.716
1226;9.981;10.927;11.534;11.874;12.423;12.813;13.419;14.653;16.043;16.861;17.446;18.365;18.997;20.27;22.728
1227;9.985;10.931;11.538;11.878;12.428;12.818;13.424;14.659;16.05;16.868;17.454;18.374;19.006;20.28;22.74
1228;9.988;10.935;11.543;11.883;12.433;12.823;13.43;14.665;16.056;16.876;17.462;18.382;19.014;20.289;22.751
1229;9.992;10.939;11.547;11.887;12.438;12.828;13.435;14.672;16.064;16.883;17.47;18.391;19.024;20.299;22.764
1230;9.995;10.943;11.551;11.892;12.442;12.833;13.44;14.678;16.071;16.891;17.478;18.4;19.033;20.309;22.776
1231;9.999;10.947;11.556;11.896;12.447;12.838;13.446;14.684;16.078;16.898;17.486;18.408;19.041;20.319;22.787
1232;10.002;10.951;11.56;11.901;12.452;12.843;13.451;14.69;16.085;16.906;17.494;18.417;19.051;20.329;22.799
1233;10.006;10.955;11.564;11.905;12.457;12.848;13.456;14.696;16.092;16.914;17.502;18.425;19.06;20.339;22.811
1234;10.009;10.959;11.569;11.91;12.462;12.853;13.462;14.702;16.099;16.921;17.51;18.434;19.069;20.349;22.822
1235;10.013;10.963;11.573;11.914;12.466;12.858;13.467;14.708;16.106;16.929;17.518;18.442;19.078;20.359;22.834
1236;10.016;10.967;11.577;11.919;12.471;12.863;13.472;14.714;16.113;16.936;17.526;18.451;19.087;20.369;22.846
1237;10.02;10.971;11.581;11.923;12.476;12.868;13.478;14.72;16.12;16.944;17.534;18.459;19.095;20.378;22.857
1238;10.023;10.975;11.586;11.928;12.481;12.873;13.483;14.727;16.127;16.951;17.542;18.468;19.105;20.389;22.869
1239;10.027;10.979;11.59;11.932;12.486;12.878;13.489;14.733;16.134;16.959;17.549;18.476;19.113;20.398;22.881
1240;10.03;10.983;11.594;11.937;12.49;12.883;13.494;14.739;16.141;16.966;17.557;18.485;19.123;20.408;22.893
1241;10.033;10.987;11.599;11.941;12.495;12.888;13.499;14.745;16.148;16.974;17.565;18.494;19.132;20.418;22.905
1242;10.037;10.991;11.603;11.945;12.5;12.893;13.505;14.751;16.155;16.981;17.573;18.502;19.141;20.428;22.917
1243;10.04;10.995;11.607;11.95;12.505;12.898;13.51;14.757;16.162;16.989;17.581;18.511;19.15;20.438;22.928
1244;10.044;10.998;11.611;11.954;12.509;12.903;13.515;14.763;16.169;16.996;17.589;18.519;19.159;20.448;22.94
1245;10.047;11.002;11.616;11.959;12.514;12.908;13.521;14.769;16.176;17.004;17.597;18.528;19.168;20.458;22.952
1246;10.051;11.006;11.62;11.963;12.519;12.913;13.526;14.775;16.182;17.011;17.605;18.536;19.176;20.468;22.963
1247;10.054;11.01;11.624;11.968;12.524;12.918;13.532;14.782;16.19;17.019;17.613;18.545;19.186;20.478;22.976
1248;10.058;11.014;11.629;11.972;12.528;12.923;13.537;14.788;16.197;17.027;17.621;18.554;19.195;20.488;22.988
1249;10.061;11.018;11.633;11.977;12.533;12.928;13.542;14.794;16.204;17.034;17.629;18.562;19.204;20.498;22.999
1250;10.065;11.022;11.637;11.981;12.538;12.933;13.548;14.8;16.211;17.042;17.637;18.571;19.213;20.508;23.011
1251;10.068;11.026;11.641;11.986;12.543;12.938;13.553;14.806;16.218;17.049;17.645;18.579;19.222;20.518;23.023
1252;10.072;11.03;11.646;11.99;12.548;12.943;13.558;14.812;16.224;17.057;17.653;18.588;19.231;20.527;23.034
1253;10.075;11.034;11.65;11.995;12.552;12.948;13.564;14.818;16.232;17.064;17.661;18.596;19.24;20.537;23.046
1254;10.078;11.038;11.654;11.999;12.557;12.953;13.569;14.824;16.239;17.072;17.669;18.605;19.249;20.548;23.058
1255;10.082;11.042;11.659;12.004;12.562;12.958;13.574;14.83;16.245;17.079;17.676;18.613;19.258;20.557;23.07
1256;10.085;11.046;11.663;12.008;12.567;12.963;13.58;14.837;16.252;17.087;17.684;18.622;19.267;20.567;23.082
1257;10.089;11.05;11.667;12.012;12.571;12.968;13.585;14.843;16.26;17.094;17.692;18.631;19.276;20.577;23.094
1258;10.092;11.054;11.671;12.017;12.576;12.973;13.59;14.849;16.267;17.102;17.7;18.639;19.285;20.587;23.106
1259;10.096;11.058;11.676;12.021;12.581;12.978;13.596;14.855;16.273;17.109;17.708;18.648;19.294;20.597;23.117
1260;10.099;11.062;11.68;12.026;12.586;12.983;13.601;14.861;16.28;17.117;17.716;18.656;19.303;20.607;23.129
1261;10.102;11.065;11.684;12.03;12.59;12.988;13.606;14.867;16.287;17.125;17.724;18.665;19.312;20.617;23.141
1262;10.106;11.069;11.688;12.035;12.595;12.993;13.612;14.873;16.294;17.132;17.732;18.673;19.321;20.627;23.152
1263;10.109;11.073;11.693;12.039;12.6;12.998;13.617;14.879;16.301;17.14;17.74;18.682;19.33;20.637;23.165
1264;10.113;11.077;11.697;12.044;12.605;13.003;13.622;14.885;16.308;17.147;17.748;18.691;19.339;20.647;23.177
1265;10.116;11.081;11.701;12.048;12.609;13.008;13.628;14.891;16.315;17.154;17.756;18.699;19.348;20.657;23.188
1266;10.12;11.085;11.705;12.052;12.614;13.013;13.633;14.897;16.322;17.162;17.764;18.708;19.357;20.667;23.2
1267;10.123;11.089;11.709;12.057;12.619;13.018;13.638;14.904;16.329;17.17;17.772;18.716;19.366;20.677;23.212
1268;10.126;11.093;11.714;12.061;12.624;13.023;13.644;14.91;16.336;17.177;17.78;18.725;19.375;20.687;23.224
1269;10.13;11.097;11.718;12.066;12.628;13.028;13.649;14.916;16.343;17.185;17.787;18.733;19.384;20.696;23.235
1270;10.133;11.101;11.722;12.07;12.633;13.033;13.654;14.922;16.35;17.192;17.795;18.742;19.393;20.707;23.247
1271;10.137;11.105;11.726;12.075;12.638;13.038;13.66;14.928;16.357;17.2;17.803;18.751;19.402;20.717;23.259
1272;10.14;11.108;11.731;12.079;12.643;13.043;13.665;14.934;16.364;17.207;17.811;18.759;19.411;20.727;23.272
1273;10.143;11.112;11.735;12.083;12.647;13.048;13.67;14.94;16.371;17.215;17.819;18.768;19.42;20.736;23.283
1274;10.147;11.116;11.739;12.088;12.652;13.053;13.676;14.946;16.378;17.222;17.827;18.776;19.429;20.746;23.295
1275;10.15;11.12;11.743;12.092;12.657;13.058;13.681;14.952;16.385;17.23;17.835;18.785;19.438;20.756;23.307
1276;10.154;11.124;11.748;12.097;12.662;13.063;13.686;14.958;16.392;17.237;17.843;18.793;19.447;20.766;23.318
1277;10.157;11.128;11.752;12.101;12.666;13.068;13.692;14.964;16.399;17.245;17.851;18.802;19.456;20.776;23.33
1278;10.16;11.132;11.756;12.105;12.671;13.073;13.697;14.97;16.406;17.252;17.859;18.811;19.465;20.786;23.342
1279;10.164;11.136;11.76;12.11;12.676;13.077;13.702;14.977;16.413;17.26;17.867;18.819;19.474;20.796;23.354
1280;10.167;11.14;11.765;12.114;12.681;13.083;13.708;14.983;16.42;17.267;17.875;18.828;19.483;20.806;23.366
1281;10.171;11.144;11.769;12.119;12.685;13.087;13.713;14.989;16.427;17.275;17.883;18.836;19.492;20.816;23.378
1282;10.174;11.148;11.773;12.123;12.69;13.092;13.718;14.995;16.434;17.283;17.891;18.845;19.501;20.826;23.39
1283;10.177;11.151;11.777;12.128;12.695;13.097;13.724;15.001;16.441;17.29;17.898;18.854;19.51;20.836;23.402
1284;10.181;11.155;11.782;12.132;12.699;13.102;13.729;15.007;16.448;17.298;17.906;18.862;19.519;20.846;23.413
1285;10.184;11.159;11.786;12.136;12.704;13.107;13.734;15.013;16.455;17.305;17.914;18.871;19.528;20.856;23.425
1286;10.188;11.163;11.79;12.141;12.709;13.112;13.739;15.019;16.462;17.313;17.922;18.879;19.537;20.866;23.437
1287;10.191;11.167;11.794;12.145;12.714;13.117;13.745;15.025;16.469;17.32;17.93;18.888;19.547;20.876;23.449
1288;10.194;11.171;11.798;12.15;12.718;13.122;13.75;15.031;16.476;17.328;17.938;18.896;19.555;20.886;23.461
1289;10.198;11.175;11.803;12.154;12.723;13.127;13.755;15.037;16.483;17.335;17.946;18.905;19.565;20.896;23.473
1290;10.201;11.179;11.807;12.158;12.728;13.132;13.761;15.043;16.49;17.343;17.954;18.914;19.574;20.906;23.485
1291;10.204;11.182;11.811;12.163;12.732;13.137;13.766;15.049;16.497;17.35;17.962;18.922;19.583;20.916;23.497
1292;10.208;11.186;11.815;12.167;12.737;13.142;13.771;15.056;16.504;17.358;17.97;18.931;19.592;20.926;23.508
1293;10.211;11.19;11.819;12.172;12.742;13.147;13.777;15.062;16.511;17.365;17.978;18.939;19.601;20.936;23.52
1294;10.215;11.194;11.824;12.176;12.747;13.152;13.782;15.068;16.518;17.373;17.986;18.948;19.61;20.946;23.532
1295;10.218;11.198;11.828;12.18;12.751;13.157;13.787;15.074;16.525;17.38;17.994;18.956;19.619;20.956;23.544
1296;10.221;11.202;11.832;12.185;12.756;13.162;13.792;15.08;16.532;17.388;18.002;18.965;19.628;20.966;23.557
1297;10.225;11.206;11.836;12.189;12.761;13.167;13.798;15.086;16.539;17.395;18.009;18.974;19.637;20.976;23.568
1298;10.228;11.21;11.84;12.194;12.765;13.171;13.803;15.092;16.545;17.403;18.017;18.982;19.646;20.986;23.58
1299;10.231;11.213;11.845;12.198;12.77;13.176;13.808;15.098;16.553;17.41;18.025;18.991;19.655;20.996;23.592
1300;10.235;11.217;11.849;12.202;12.775;13.181;13.814;15.104;16.559;17.418;18.033;18.999;19.664;21.006;23.604
1301;10.238;11.221;11.853;12.207;12.78;13.186;13.819;15.11;16.566;17.425;18.041;19.008;19.673;21.015;23.615
1302;10.242;11.225;11.857;12.211;12.784;13.191;13.824;15.116;16.573;17.433;18.049;19.016;19.682;21.026;23.628
1303;10.245;11.229;11.861;12.216;12.789;13.196;13.83;15.122;16.58;17.44;18.057;19.025;19.691;21.036;23.64
1304;10.248;11.233;11.865;12.22;12.794;13.201;13.835;15.128;16.587;17.448;18.065;19.034;19.7;21.046;23.652
1305;10.252;11.237;11.87;12.224;12.798;13.206;13.84;15.134;16.594;17.455;18.073;19.042;19.709;21.055;23.663
1306;10.255;11.241;11.874;12.229;12.803;13.211;13.845;15.14;16.601;17.463;18.081;19.051;19.718;21.066;23.675
1307;10.258;11.244;11.878;12.233;12.808;13.216;13.851;15.146;16.608;17.471;18.089;19.059;19.727;21.076;23.687
1308;10.262;11.248;11.882;12.237;12.812;13.221;13.856;15.152;16.615;17.478;18.097;19.068;19.736;21.086;23.699
1309;10.265;11.252;11.886;12.242;12.817;13.226;13.861;15.158;16.622;17.486;18.105;19.077;19.745;21.096;23.711
1310;10.269;11.256;11.891;12.246;12.822;13.231;13.867;15.165;16.629;17.493;18.112;19.085;19.754;21.105;23.723
1311;10.272;11.26;11.895;12.251;12.826;13.235;13.872;15.171;16.636;17.501;18.12;19.094;19.763;21.115;23.735
1312;10.275;11.264;11.899;12.255;12.831;13.24;13.877;15.177;16.643;17.508;18.128;19.102;19.772;21.126;23.747
1313;10.278;11.267;11.903;12.259;12.836;13.245;13.882;15.183;16.65;17.516;18.136;19.111;19.781;21.136;23.759
1314;10.282;11.271;11.908;12.264;12.841;13.25;13.888;15.189;16.657;17.523;18.144;19.119;19.79;21.145;23.771
1315;10.285;11.275;11.912;12.268;12.845;13.255;13.893;15.195;16.664;17.531;18.152;19.128;19.799;21.155;23.783
1316;10.289;11.279;11.916;12.272;12.85;13.26;13.898;15.201;16.671;17.538;18.16;19.137;19.809;21.166;23.795
1317;10.292;11.283;11.92;12.277;12.855;13.265;13.903;15.207;16.678;17.546;18.168;19.145;19.818;21.176;23.807
1318;10.295;11.286;11.924;12.281;12.859;13.27;13.909;15.213;16.685;17.553;18.176;19.154;19.827;21.186;23.819
1319;10.299;11.291;11.928;12.286;12.864;13.275;13.914;15.219;16.692;17.561;18.184;19.162;19.836;21.195;23.83
1320;10.302;11.294;11.932;12.29;12.869;13.28;13.919;15.225;16.699;17.568;18.192;19.171;19.845;21.205;23.842
1321;10.305;11.298;11.937;12.294;12.873;13.285;13.925;15.231;16.706;17.576;18.2;19.18;19.854;21.216;23.855
1322;10.308;11.302;11.941;12.299;12.878;13.289;13.93;15.237;16.713;17.583;18.208;19.188;19.863;21.226;23.867
1323;10.312;11.306;11.945;12.303;12.883;13.294;13.935;15.243;16.719;17.591;18.215;19.197;19.872;21.236;23.879
1324;10.315;11.31;11.949;12.307;12.887;13.299;13.94;15.249;16.726;17.598;18.223;19.205;19.881;21.245;23.89
1325;10.319;11.313;11.953;12.312;12.892;13.304;13.946;15.255;16.733;17.606;18.231;19.214;19.89;21.255;23.902
1326;10.322;11.317;11.957;12.316;12.897;13.309;13.951;15.261;16.74;17.613;18.239;19.222;19.899;21.266;23.914
1327;10.325;11.321;11.962;12.32;12.901;13.314;13.956;15.267;16.747;17.621;18.247;19.231;19.908;21.276;23.926
1328;10.328;11.325;11.966;12.325;12.906;13.319;13.961;15.273;16.754;17.628;18.255;19.24;19.917;21.286;23.939
1329;10.332;11.329;11.97;12.329;12.911;13.324;13.967;15.279;16.761;17.636;18.263;19.248;19.926;21.295;23.95
1330;10.335;11.333;11.974;12.333;12.915;13.329;13.972;15.285;16.768;17.643;18.271;19.257;19.935;21.305;23.962
1331;10.339;11.336;11.978;12.338;12.92;13.334;13.977;15.291;16.775;17.651;18.279;19.265;19.944;21.316;23.974
1332;10.342;11.34;11.982;12.342;12.925;13.338;13.982;15.297;16.782;17.658;18.287;19.274;19.953;21.326;23.986
1333;10.345;11.344;11.987;12.347;12.929;13.344;13.988;15.303;16.789;17.666;18.294;19.282;19.962;21.335;23.998
1334;10.349;11.348;11.991;12.351;12.934;13.348;13.993;15.309;16.796;17.673;18.302;19.291;19.971;21.345;24.01
1335;10.352;11.352;11.995;12.355;12.939;13.353;13.998;15.315;16.803;17.681;18.31;19.299;19.98;21.356;24.022
1336;10.355;11.355;11.999;12.359;12.943;13.358;14.003;15.321;16.81;17.688;18.318;19.308;19.989;21.366;24.034
1337;10.358;11.359;12.003;12.364;12.948;13.363;14.009;15.328;16.817;17.696;18.326;19.317;19.998;21.376;24.046
1338;10.362;11.363;12.007;12.368;12.953;13.368;14.014;15.334;16.824;17.703;18.334;19.325;20.007;21.385;24.057
1339;10.365;11.367;12.012;12.373;12.957;13.373;14.019;15.34;16.831;17.711;18.342;19.334;20.016;21.395;24.069
1340;10.368;11.371;12.016;12.377;12.962;13.378;14.024;15.346;16.837;17.718;18.35;19.342;20.025;21.406;24.082
1341;10.372;11.375;12.02;12.381;12.967;13.383;14.03;15.352;16.844;17.726;18.358;19.351;20.035;21.416;24.094
1342;10.375;11.378;12.024;12.386;12.971;13.387;14.035;15.358;16.851;17.733;18.366;19.36;20.044;21.426;24.106
1343;10.378;11.382;12.028;12.39;12.976;13.392;14.04;15.364;16.858;17.741;18.374;19.368;20.052;21.435;24.117
1344;10.382;11.386;12.032;12.394;12.981;13.397;14.045;15.37;16.865;17.748;18.381;19.377;20.061;21.445;24.129
1345;10.385;11.39;12.036;12.399;12.985;13.402;14.051;15.376;16.872;17.756;18.389;19.385;20.071;21.456;24.142
1346;10.388;11.394;12.04;12.403;12.99;13.407;14.056;15.382;16.879;17.763;18.397;19.394;20.08;21.466;24.154
1347;10.392;11.397;12.045;12.407;12.994;13.412;14.061;15.388;16.886;17.771;18.405;19.403;20.089;21.476;24.166
1348;10.395;11.401;12.049;12.412;12.999;13.417;14.067;15.394;16.893;17.778;18.413;19.411;20.098;21.485;24.177
1349;10.398;11.405;12.053;12.416;13.004;13.422;14.072;15.4;16.9;17.786;18.421;19.419;20.107;21.496;24.19
1350;10.401;11.409;12.057;12.42;13.008;13.426;14.077;15.406;16.907;17.793;18.429;19.428;20.116;21.506;24.202
1351;10.405;11.413;12.061;12.424;13.013;13.431;14.082;15.412;16.914;17.801;18.437;19.437;20.125;21.516;24.214
1352;10.408;11.416;12.065;12.429;13.018;13.436;14.087;15.418;16.921;17.808;18.445;19.445;20.134;21.526;24.226
1353;10.411;11.42;12.069;12.433;13.022;13.441;14.093;15.424;16.928;17.816;18.453;19.454;20.143;21.536;24.238
1354;10.415;11.424;12.074;12.438;13.027;13.446;14.098;15.43;16.935;17.823;18.461;19.462;20.152;21.546;24.249
1355;10.418;11.428;12.078;12.442;13.032;13.451;14.103;15.436;16.942;17.831;18.469;19.471;20.161;21.556;24.262
1356;10.421;11.432;12.082;12.446;13.036;13.456;14.108;15.442;16.948;17.838;18.477;19.48;20.17;21.566;24.274
1357;10.424;11.435;12.086;12.45;13.041;13.46;14.114;15.448;16.955;17.846;18.484;19.488;20.179;21.576;24.286
1358;10.428;11.439;12.09;12.455;13.045;13.465;14.119;15.454;16.962;17.853;18.492;19.497;20.188;21.586;24.298
1359;10.431;11.443;12.094;12.459;13.05;13.47;14.124;15.46;16.969;17.861;18.5;19.505;20.197;21.596;24.309
1360;10.434;11.447;12.098;12.463;13.055;13.475;14.129;15.466;16.976;17.868;18.508;19.514;20.206;21.606;24.321
1361;10.438;11.451;12.103;12.468;13.06;13.48;14.135;15.472;16.983;17.876;18.516;19.523;20.216;21.616;24.334
1362;10.441;11.454;12.107;12.472;13.064;13.485;14.14;15.478;16.99;17.883;18.524;19.531;20.225;21.626;24.346
1363;10.444;11.458;12.111;12.476;13.069;13.49;14.145;15.484;16.997;17.891;18.532;19.54;20.234;21.636;24.358
1364;10.448;11.462;12.115;12.481;13.073;13.495;14.15;15.49;17.004;17.898;18.54;19.548;20.242;21.646;24.369
1365;10.451;11.466;12.119;12.485;13.078;13.499;14.155;15.496;17.011;17.906;18.548;19.557;20.252;21.656;24.382
1366;10.454;11.47;12.123;12.489;13.083;13.504;14.161;15.502;17.018;17.913;18.556;19.565;20.261;21.666;24.394
1367;10.457;11.473;12.127;12.494;13.087;13.509;14.166;15.508;17.025;17.921;18.564;19.574;20.27;21.676;24.406
1368;10.461;11.477;12.131;12.498;13.092;13.514;14.171;15.514;17.032;17.928;18.572;19.583;20.279;21.686;24.418
1369;10.464;11.481;12.136;12.502;13.097;13.519;14.176;15.52;17.038;17.936;18.579;19.591;20.288;21.696;24.429
1370;10.467;11.485;12.14;12.507;13.101;13.524;14.182;15.526;17.045;17.943;18.587;19.6;20.297;21.706;24.442
1371;10.471;11.489;12.144;12.511;13.106;13.529;14.187;15.532;17.052;17.951;18.595;19.608;20.306;21.716;24.454
1372;10.474;11.492;12.148;12.515;13.11;13.533;14.192;15.538;17.059;17.958;18.603;19.617;20.315;21.726;24.466
1373;10.477;11.496;12.152;12.519;13.115;13.538;14.197;15.544;17.066;17.966;18.611;19.626;20.324;21.737;24.478
1374;10.481;11.5;12.156;12.524;13.12;13.543;14.203;15.55;17.073;17.973;18.619;19.634;20.333;21.746;24.49
1375;10.484;11.504;12.16;12.528;13.124;13.548;14.208;15.556;17.08;17.981;18.627;19.643;20.342;21.756;24.502
1376;10.487;11.507;12.164;12.532;13.129;13.553;14.213;15.562;17.087;17.988;18.635;19.651;20.351;21.766;24.514
1377;10.49;11.511;12.168;12.537;13.133;13.558;14.218;15.568;17.094;17.996;18.643;19.66;20.36;21.776;24.526
1378;10.493;11.515;12.172;12.541;13.138;13.563;14.223;15.574;17.101;18.003;18.651;19.668;20.369;21.787;24.538
1379;10.497;11.519;12.177;12.545;13.143;13.567;14.229;15.58;17.108;18.011;18.658;19.677;20.378;21.796;24.55
1380;10.5;11.523;12.181;12.55;13.147;13.572;14.234;15.586;17.115;18.018;18.666;19.685;20.387;21.806;24.562
1381;10.503;11.526;12.185;12.554;13.152;13.577;14.239;15.592;17.122;18.025;18.674;19.694;20.396;21.816;24.574
1382;10.507;11.53;12.189;12.558;13.157;13.582;14.244;15.598;17.128;18.033;18.682;19.703;20.405;21.827;24.586
1383;10.51;11.534;12.193;12.562;13.161;13.587;14.249;15.604;17.135;18.041;18.69;19.711;20.415;21.837;24.599
1384;10.513;11.538;12.197;12.567;13.166;13.592;14.255;15.61;17.142;18.048;18.698;19.72;20.423;21.846;24.61
1385;10.517;11.541;12.201;12.571;13.17;13.597;14.26;15.616;17.149;18.055;18.706;19.728;20.432;21.856;24.622
1386;10.52;11.545;12.205;12.575;13.175;13.601;14.265;15.622;17.156;18.063;18.714;19.737;20.442;21.867;24.634
1387;10.523;11.549;12.209;12.58;13.18;13.606;14.27;15.628;17.163;18.071;18.722;19.746;20.451;21.877;24.647
1388;10.526;11.553;12.213;12.584;13.184;13.611;14.275;15.634;17.17;18.078;18.73;19.754;20.46;21.887;24.659
1389;10.53;11.557;12.218;12.588;13.189;13.616;14.281;15.64;17.177;18.085;18.737;19.762;20.469;21.897;24.67
1390;10.533;11.56;12.222;12.593;13.194;13.621;14.286;15.646;17.184;18.093;18.745;19.771;20.478;21.907;24.682
1391;10.536;11.564;12.226;12.597;13.198;13.625;14.291;15.652;17.191;18.1;18.753;19.78;20.487;21.917;24.694
1392;10.539;11.568;12.23;12.601;13.203;13.63;14.296;15.658;17.198;18.108;18.761;19.788;20.496;21.927;24.707
1393;10.542;11.571;12.234;12.605;13.207;13.635;14.301;15.664;17.205;18.115;18.769;19.797;20.505;21.937;24.719
1394;10.546;11.575;12.238;12.61;13.212;13.64;14.307;15.67;17.211;18.123;18.777;19.805;20.514;21.947;24.73
1395;10.549;11.579;12.242;12.614;13.217;13.645;14.312;15.676;17.218;18.13;18.785;19.814;20.523;21.957;24.743
